"","seq_name","frac_map_valid","frac_map_invalid","frac_unmapped","specificity"
"59","mm10_rmsk_L1Md_A_chr3:12575430-12579863",0.8,0,0.2,1
"60","mm10_rmsk_L1Md_A_chr6:78484713-78490694",0.5,0.25,0.25,1
"61","mm10_rmsk_L1Md_A_chr8:28904259-28909444",1,0,0,1
"62","mm10_rmsk_L1Md_F2_chr19:7933412-7939668",1,0,0,1
"63","mm10_rmsk_L1Md_F3_chr5:70948329-70951421",1,0,0,1
"64","mm10_rmsk_L1Md_Gf_chrY:72917493-72922455",0.333333333333333,0.666666666666667,0,0.333333333333333
"65","mm10_rmsk_L1Md_F2_chr2:21651422-21657921",1,0,0,1
"66","mm10_rmsk_L1Md_A_chr1:44279295-44285640",0.666666666666667,0.222222222222222,0.111111111111111,0.75
"67","mm10_rmsk_L1Md_F_chr6:107865857-107868583",1,0,0,1
"68","mm10_rmsk_L1Md_F2_chr5:101275250-101279002",1,0,0,1
"69","mm10_rmsk_L1Md_T_chr2:148972249-148978883",0.2,0.5,0.3,1
"70","mm10_rmsk_L1Md_T_chr4:105593977-105599324",0.714285714285714,0.285714285714286,0,0.833333333333333
"71","mm10_rmsk_L1Md_T_chr6:10623371-10629805",1,0,0,0.692307692307692
"72","mm10_rmsk_L1Md_T_chr1:17466855-17472493",0.5,0.125,0.375,1
"73","mm10_rmsk_L1Md_F2_chrY:15758975-15763847",0,1,0,0
"74","mm10_rmsk_L1Md_F2_chrX:122526428-122532560",1,0,0,1
"75","mm10_rmsk_L1Md_F3_chr5:87442202-87445808",1,0,0,1
"76","mm10_rmsk_L1Md_F2_chr6:68378459-68385000",0.9,0,0.1,1
"77","mm10_rmsk_L1Md_T_chr1:83369684-83374869",1,0,0,1
"78","mm10_rmsk_L1Md_F2_chrX:130784979-130787335",1,0,0,1
"79","mm10_rmsk_L1Md_A_chr7:22444442-22450804",0.222222222222222,0.333333333333333,0.444444444444444,1
"80","mm10_rmsk_L1Md_F3_chr2:83262741-83268861",1,0,0,1
"81","mm10_rmsk_L1Md_F2_chrY:44113471-44118094",1,0,0,1
"82","mm10_rmsk_L1Md_A_chr1:92564680-92567275",1,0,0,1
"83","mm10_rmsk_L1Md_F3_chr3:38744686-38746865",1,0,0,1
"84","mm10_rmsk_L1Md_F2_chr3:7637846-7643888",1,0,0,1
"85","mm10_rmsk_L1Md_T_chr9:25752199-25758847",0.9,0,0.1,1
"86","mm10_rmsk_L1Md_T_chr8:73391851-73397119",0.857142857142857,0,0.142857142857143,1
"87","mm10_rmsk_L1Md_F2_chrX:110249942-110255345",1,0,0,1
"88","mm10_rmsk_L1Md_F2_chr4:73611935-73615035",1,0,0,1
"89","mm10_rmsk_L1Md_F2_chr6:11693592-11698756",0.857142857142857,0,0.142857142857143,0.857142857142857
"90","mm10_rmsk_L1Md_F2_chr4:72447057-72452138",1,0,0,1
"91","mm10_rmsk_L1Md_F2_chr17:23092791-23097495",1,0,0,1
"92","mm10_rmsk_L1Md_F3_chr1:11680442-11683276",1,0,0,1
"93","mm10_rmsk_L1Md_F_chr19:39632595-39635558",1,0,0,1
"94","mm10_rmsk_L1Md_T_chr6:117087185-117093304",0.555555555555556,0.333333333333333,0.111111111111111,0.714285714285714
"95","mm10_rmsk_L1Md_A_chr2:9508224-9514985",0.2,0.6,0.2,1
"96","mm10_rmsk_L1Md_Gf_chr12:6512969-6516473",1,0,0,1
"97","mm10_rmsk_L1Md_F2_chr2:62222554-62225985",1,0,0,0.5
"98","mm10_rmsk_L1Md_F3_chrX:74883859-74886498",1,0,0,1
"99","mm10_rmsk_L1Md_F_chrX:108138061-108143182",0.857142857142857,0,0.142857142857143,1
"100","mm10_rmsk_L1Md_F2_chr8:52616314-52621104",1,0,0,1
"101","mm10_rmsk_L1Md_A_chr8:41617238-41623439",0.777777777777778,0.111111111111111,0.111111111111111,1
"102","mm10_rmsk_L1Md_F2_chr2:69312953-69318146",1,0,0,1
"103","mm10_rmsk_L1Md_T_chr2:139079348-139082244",1,0,0,1
"104","mm10_rmsk_L1Md_F2_chr15:28825697-28830331",1,0,0,1
"105","mm10_rmsk_L1Md_F2_chr14:97687606-97692299",1,0,0,1
"106","mm10_rmsk_L1Md_T_chr4:16546715-16551098",0,0.6,0.4,NA
"107","mm10_rmsk_L1Md_A_chr9:78882894-78890294",0.454545454545455,0.272727272727273,0.272727272727273,1
"108","mm10_rmsk_L1Md_A_chr4:61678693-61688584",0.5,0.375,0.125,1
"109","mm10_rmsk_L1Md_F2_chr9:87827259-87832716",1,0,0,1
"110","mm10_rmsk_L1Md_F2_chr4:34252072-34256712",1,0,0,1
"111","mm10_rmsk_L1Md_F3_chr12:118340985-118347107",1,0,0,0.9
"112","mm10_rmsk_L1Md_T_chr4:8297751-8300838",1,0,0,1
"113","mm10_rmsk_L1Md_F2_chr5:7755887-7762049",1,0,0,1
"114","mm10_rmsk_L1Md_F2_chr7:7831376-7835142",1,0,0,1
"115","mm10_rmsk_L1Md_A_chr2:36964484-36969692",0.857142857142857,0.142857142857143,0,1
"116","mm10_rmsk_L1Md_T_chr9:59119158-59125322",1,0,0,1
"117","mm10_rmsk_L1Md_F2_chr4:22197910-22201181",1,0,0,1
"118","mm10_rmsk_L1Md_T_chr10:11525054-11531235",0.777777777777778,0.111111111111111,0.111111111111111,1
"119","mm10_rmsk_L1Md_F2_chrX:137411931-137417198",1,0,0,1
"120","mm10_rmsk_L1Md_F3_chr10:63447461-63452623",1,0,0,1
"121","mm10_rmsk_L1Md_F2_chr9:11052235-11057408",1,0,0,0.875
"122","mm10_rmsk_L1Md_F2_chr11:31052307-31055238",1,0,0,1
"123","mm10_rmsk_L1Md_T_chr8:98284044-98290084",0.111111111111111,0.444444444444444,0.444444444444444,1
"124","mm10_rmsk_L1Md_F2_chr9:36032560-36037763",0.857142857142857,0,0.142857142857143,1
"125","mm10_rmsk_L1Md_T_chr8:79759758-79766188",0.555555555555556,0.333333333333333,0.111111111111111,1
"126","mm10_rmsk_L1Md_F2_chr3:20967973-20970290",1,0,0,1
"127","mm10_rmsk_L1Md_A_chr14:74055099-74060873",0.5,0.375,0.125,0.8
"128","mm10_rmsk_L1Md_A_chr1:67536671-67543062",1,0,0,1
"129","mm10_rmsk_L1Md_F3_chr1:160486781-160489064",1,0,0,1
"130","mm10_rmsk_L1Md_A_chr16:39812583-39819370",0.4,0.3,0.3,1
"131","mm10_rmsk_L1Md_A_chr8:43536764-43543167",1,0,0,1
"132","mm10_rmsk_L1Md_T_chrX:157100712-157105438",1,0,0,1
"133","mm10_rmsk_L1Md_F3_chrY:16198960-16203580",1,0,0,1
"134","mm10_rmsk_L1Md_F_chr3:7199965-7203107",1,0,0,1
"135","mm10_rmsk_L1Md_F2_chrX:76415298-76421495",1,0,0,1
"136","mm10_rmsk_L1Md_T_chr7:5859785-5865828",0.222222222222222,0.444444444444444,0.333333333333333,1
"137","mm10_rmsk_L1Md_T_chr1:57064298-57069710",0.714285714285714,0.285714285714286,0,1
"138","mm10_rmsk_L1Md_T_chr5:70423560-70430211",0.2,0.7,0.1,1
"139","mm10_rmsk_L1Md_F2_chrX:131609227-131614433",1,0,0,1
"140","mm10_rmsk_L1Md_F2_chrY:34584918-34591270",0.888888888888889,0.111111111111111,0,1
"141","mm10_rmsk_L1Md_F2_chr12:58729936-58732462",0,0,1,NA
"142","mm10_rmsk_L1Md_F2_chr2:5275607-5280737",1,0,0,1
"143","mm10_rmsk_L1Md_A_chr3:64453015-64459181",1,0,0,1
"144","mm10_rmsk_L1Md_T_chrX:84480541-84485523",1,0,0,0.857142857142857
"145","mm10_rmsk_L1Md_F2_chr1:57313315-57317912",1,0,0,1
"146","mm10_rmsk_L1Md_A_chr6:89723151-89729338",0.666666666666667,0.222222222222222,0.111111111111111,1
"147","mm10_rmsk_L1Md_F2_chr3:80227189-80229613",1,0,0,1
"148","mm10_rmsk_L1Md_A_chrX:67672008-67677357",1,0,0,1
"149","mm10_rmsk_L1Md_T_chr6:11779727-11785724",0,0.75,0.25,NA
"150","mm10_rmsk_L1Md_F3_chr5:138318370-138321998",0.75,0,0.25,1
"151","mm10_rmsk_L1Md_F2_chr3:7867511-7871522",1,0,0,1
"152","mm10_rmsk_L1Md_F2_chrX:153074343-153080257",1,0,0,1
"153","mm10_rmsk_L1Md_F_chrX:55459203-55461762",1,0,0,1
"154","mm10_rmsk_L1Md_F_chr8:86994948-87000000",1,0,0,1
"155","mm10_rmsk_L1Md_T_chr2:9212591-9218239",0.125,0.625,0.25,1
"156","mm10_rmsk_L1Md_F2_chr7:26276547-26282692",1,0,0,1
"157","mm10_rmsk_L1Md_T_chr6:90209497-90214836",1,0,0,1
"158","mm10_rmsk_L1Md_F2_chr13:70466015-70468427",1,0,0,1
"159","mm10_rmsk_L1Md_F2_chr15:70607317-70611514",1,0,0,1
"160","mm10_rmsk_L1Md_T_chrX:96394035-96398418",0,0.8,0.2,NA
"161","mm10_rmsk_L1Md_F2_chr18:86066213-86071459",1,0,0,1
"162","mm10_rmsk_L1Md_F2_chr12:11644294-11647993",1,0,0,1
"163","mm10_rmsk_L1Md_A_chr13:75205946-75208686",1,0,0,1
"164","mm10_rmsk_L1Md_F2_chr15:14853301-14856675",1,0,0,1
"165","mm10_rmsk_L1Md_T_chr8:51579219-51584443",0.857142857142857,0,0.142857142857143,1
"166","mm10_rmsk_L1Md_T_chr15:21262878-21267258",0.4,0.2,0.4,1
"167","mm10_rmsk_L1Md_T_chr16:63257718-63263319",0,1,0,NA
"168","mm10_rmsk_L1Md_F_chr5:42951340-42956592",1,0,0,1
"169","mm10_rmsk_L1Md_A_chr13:16245869-16251286",1,0,0,1
"170","mm10_rmsk_L1Md_F2_chr16:85915990-85918960",1,0,0,1
"171","mm10_rmsk_L1Md_T_chr15:45850725-45856882",1,0,0,1
"172","mm10_rmsk_L1Md_T_chrY:18322096-18325397",0,1,0,0
"173","mm10_rmsk_L1Md_F2_chr1:117823438-117828878",0.857142857142857,0,0.142857142857143,1
"174","mm10_rmsk_L1Md_F2_chr2:36622744-36625687",1,0,0,1
"175","mm10_rmsk_L1Md_A_chr2:143430640-143433669",1,0,0,1
"176","mm10_rmsk_L1Md_F3_chrY:30230539-30236122",1,0,0,0.8
"177","mm10_rmsk_L1Md_T_chr18:37039387-37042606",1,0,0,1
"178","mm10_rmsk_L1Md_F_chr13:26668756-26670871",1,0,0,1
"179","mm10_rmsk_L1Md_F2_chr12:27701707-27704854",1,0,0,1
"180","mm10_rmsk_L1Md_F2_chrX:8778238-8782304",1,0,0,1
"181","mm10_rmsk_L1Md_T_chr13:4813990-4820215",1,0,0,1
"182","mm10_rmsk_L1Md_Gf_chrX:34527421-34532427",1,0,0,1
"183","mm10_rmsk_L1Md_F_chr1:142547666-142551622",1,0,0,0.8
"184","mm10_rmsk_L1Md_T_chr13:87137731-87141505",1,0,0,1
"185","mm10_rmsk_L1Md_A_chr8:15612426-15614458",0.666666666666667,0,0.333333333333333,1
"186","mm10_rmsk_L1Md_F3_chrY:31743013-31748395",1,0,0,0.7
"187","mm10_rmsk_L1Md_F2_chr7:100594751-100598368",1,0,0,1
"188","mm10_rmsk_L1Md_T_chr13:13882922-13889169",0.888888888888889,0,0.111111111111111,1
"189","mm10_rmsk_L1Md_F2_chr12:115136125-115140005",1,0,0,1
"190","mm10_rmsk_L1Md_F3_chr7:8892556-8895192",1,0,0,1
"191","mm10_rmsk_L1Md_F2_chr2:40194792-40201277",1,0,0,1
"192","mm10_rmsk_L1Md_A_chr17:41783902-41789670",1,0,0,1
"193","mm10_rmsk_L1Md_A_chrY:62000001-62003731",1,0,0,0.8
"194","mm10_rmsk_L1Md_F2_chr13:83687615-83690777",1,0,0,1
"195","mm10_rmsk_L1Md_A_chr5:62445270-62447923",1,0,0,1
"196","mm10_rmsk_L1Md_F2_chrX:77961621-77966876",1,0,0,1
"197","mm10_rmsk_L1Md_A_chr2:81976757-81982853",1,0,0,1
"198","mm10_rmsk_L1Md_T_chr2:49475332-49481580",0.666666666666667,0.333333333333333,0,1
"199","mm10_rmsk_L1Md_F2_chr12:94125136-94128723",1,0,0,1
"200","mm10_rmsk_L1Md_F2_chr8:29421069-29424190",1,0,0,1
"201","mm10_rmsk_L1Md_F_chr4:13676107-13681023",1,0,0,1
"202","mm10_rmsk_L1Md_A_chr7:111064020-111067725",0.5,0.25,0.25,1
"203","mm10_rmsk_L1Md_F2_chr4:113059005-113065322",1,0,0,1
"204","mm10_rmsk_L1Md_T_chr6:21393957-21399849",0.5,0.125,0.375,1
"205","mm10_rmsk_L1Md_T_chr1:27738146-27741924",1,0,0,1
"206","mm10_rmsk_L1Md_F_chr1_GL456212_random:17048-21914",0.833333333333333,0.166666666666667,0,1
"207","mm10_rmsk_L1Md_A_chr3:22724044-22731248",0.454545454545455,0.272727272727273,0.272727272727273,1
"208","mm10_rmsk_L1Md_F2_chrY:42688367-42692446",0.4,0.6,0,0.5
"209","mm10_rmsk_L1Md_F2_chr4:49997642-50000000",1,0,0,1
"210","mm10_rmsk_L1Md_T_chr15:70332056-70338500",0.888888888888889,0.111111111111111,0,1
"211","mm10_rmsk_L1Md_F2_chr1:110664838-110668239",1,0,0,1
"212","mm10_rmsk_L1Md_A_chr6:11416869-11421675",1,0,0,1
"213","mm10_rmsk_L1Md_T_chr6:58174823-58179251",0.4,0,0.6,1
"214","mm10_rmsk_L1Md_A_chr4:76207754-76215149",0.181818181818182,0.454545454545455,0.363636363636364,0.666666666666667
"215","mm10_rmsk_L1Md_F2_chr6:129310033-129312430",1,0,0,1
"216","mm10_rmsk_L1Md_A_chr16:55155011-55160206",0.714285714285714,0,0.285714285714286,1
"217","mm10_rmsk_L1Md_F3_chr10:36168392-36172398",1,0,0,1
"218","mm10_rmsk_L1Md_A_chr3:13884976-13888405",0.333333333333333,0,0.666666666666667,0.5
"219","mm10_rmsk_L1Md_F2_chr8:97830290-97835191",1,0,0,0.857142857142857
"220","mm10_rmsk_L1Md_F2_chr7:33810671-33817174",1,0,0,1
"221","mm10_rmsk_L1Md_F2_chr14:111781942-111785530",1,0,0,1
"222","mm10_rmsk_L1Md_A_chr8:86988050-86994440",0.666666666666667,0.333333333333333,0,1
"223","mm10_rmsk_L1Md_F2_chr1:116457786-116460500",1,0,0,1
"224","mm10_rmsk_L1Md_F2_chrX:81367779-81369923",1,0,0,1
"225","mm10_rmsk_L1Md_F2_chrX:32710166-32712247",1,0,0,1
"226","mm10_rmsk_L1Md_F2_chr10:112238323-112241967",1,0,0,1
"227","mm10_rmsk_L1Md_T_chr2:17042636-17048835",0,0.666666666666667,0.333333333333333,NA
"228","mm10_rmsk_L1Md_F2_chr5:56418379-56421801",1,0,0,1
"229","mm10_rmsk_L1Md_T_chr5:56189033-56194840",0.375,0.25,0.375,1
"230","mm10_rmsk_L1Md_A_chr5:42748459-42755015",0.3,0.5,0.2,1
"231","mm10_rmsk_L1Md_F2_chr17:39134397-39139652",1,0,0,0.875
"232","mm10_rmsk_L1Md_F3_chrY:89581967-89586600",1,0,0,1
"233","mm10_rmsk_L1Md_T_chr12:46042032-46044252",1,0,0,1
"234","mm10_rmsk_L1Md_F2_chrX:87995217-87997531",1,0,0,1
"235","mm10_rmsk_L1Md_T_chr6:43989972-43993636",0,0.25,0.75,NA
"236","mm10_rmsk_L1Md_F3_chr16:70374011-70376205",1,0,0,1
"237","mm10_rmsk_L1Md_T_chr10:53783997-53788710",1,0,0,1
"238","mm10_rmsk_L1Md_T_chr9:111661746-111664295",1,0,0,1
"239","mm10_rmsk_L1Md_F2_chr6:81308270-81313439",1,0,0,1
"240","mm10_rmsk_L1Md_T_chr2:78504889-78510035",0,0.571428571428571,0.428571428571429,NA
"241","mm10_rmsk_L1Md_F2_chr14:102375513-102379294",1,0,0,1
"242","mm10_rmsk_L1Md_A_chr3:45585572-45590977",1,0,0,0.875
"243","mm10_rmsk_L1Md_A_chr9:86941368-86946516",0.285714285714286,0.714285714285714,0,1
"244","mm10_rmsk_L1Md_F2_chr5:4435876-4440389",1,0,0,1
"245","mm10_rmsk_L1Md_A_chrY:54588312-54593889",1,0,0,1
"246","mm10_rmsk_L1Md_A_chr1:143161487-143165904",1,0,0,1
"247","mm10_rmsk_L1Md_T_chr7:59393953-59399280",0.714285714285714,0.142857142857143,0.142857142857143,1
"248","mm10_rmsk_L1Md_T_chr5:71382574-71389415",0.5,0.4,0.1,1
"249","mm10_rmsk_L1Md_F2_chr13:19788553-19790785",1,0,0,1
"250","mm10_rmsk_L1Md_T_chrX:58788417-58795018",0.9,0,0.1,1
"251","mm10_rmsk_L1Md_T_chr4:14673226-14680078",0.1,0.7,0.2,1
"252","mm10_rmsk_L1Md_A_chrX:54549608-54552987",0.333333333333333,0.666666666666667,0,0.5
"253","mm10_rmsk_L1Md_F3_chr5:59607796-59612778",1,0,0,1
"254","mm10_rmsk_L1Md_F2_chr4:97286062-97291273",1,0,0,0.875
"255","mm10_rmsk_L1Md_Gf_chr3:17300318-17303353",1,0,0,1
"256","mm10_rmsk_L1Md_A_chrX:115849850-115852800",1,0,0,1
"257","mm10_rmsk_L1Md_F2_chrX:22288000-22290491",1,0,0,1
"258","mm10_rmsk_L1Md_T_chr13:20530607-20536970",1,0,0,0.9
"259","mm10_rmsk_L1Md_T_chrX:45659605-45662185",1,0,0,1
"260","mm10_rmsk_L1Md_F2_chr1:35042741-35049088",0.888888888888889,0,0.111111111111111,1
"261","mm10_rmsk_L1Md_F2_chr6:149500001-149505012",1,0,0,1
"262","mm10_rmsk_L1Md_F2_chr7:8529152-8534092",1,0,0,1
"263","mm10_rmsk_L1Md_F3_chr2:175493306-175496671",0,1,0,NA
"264","mm10_rmsk_L1Md_T_chrX:54119102-54121816",1,0,0,1
"265","mm10_rmsk_L1Md_Gf_chr12:95822046-95828328",0.111111111111111,0.333333333333333,0.555555555555556,1
"266","mm10_rmsk_L1Md_T_chrX:89630737-89635654",1,0,0,0.857142857142857
"267","mm10_rmsk_L1Md_F2_chr7:86231968-86237567",1,0,0,1
"268","mm10_rmsk_L1Md_F3_chrX:86664783-86669943",1,0,0,1
"269","mm10_rmsk_L1Md_F2_chr2:112937189-112939555",1,0,0,1
"270","mm10_rmsk_L1Md_F2_chr2:50387769-50394153",1,0,0,1
"271","mm10_rmsk_L1Md_F2_chr17:92127204-92133534",1,0,0,1
"272","mm10_rmsk_L1Md_F2_chr4:67492639-67497011",1,0,0,1
"273","mm10_rmsk_L1Md_T_chrY:53001211-53004543",0.333333333333333,0.666666666666667,0,0.333333333333333
"274","mm10_rmsk_L1Md_T_chr3:33768128-33773977",0,0.75,0.25,0
"275","mm10_rmsk_L1Md_T_chr3:112151628-112156980",1,0,0,1
"276","mm10_rmsk_L1Md_F2_chr2:90604782-90610409",1,0,0,1
"277","mm10_rmsk_L1Md_A_chr1:61362214-61368649",0.555555555555556,0.222222222222222,0.222222222222222,0.833333333333333
"278","mm10_rmsk_L1Md_F3_chr7:140234950-140240167",1,0,0,1
"279","mm10_rmsk_L1Md_T_chr10:47330883-47336210",1,0,0,1
"280","mm10_rmsk_L1Md_F2_chr8:21208849-21214772",0.875,0,0.125,1
"281","mm10_rmsk_L1Md_A_chrY:33813026-33815180",1,0,0,1
"282","mm10_rmsk_L1Md_F2_chr8:74479261-74481368",1,0,0,1
"283","mm10_rmsk_L1Md_T_chr12:101136321-101143803",0.181818181818182,0.727272727272727,0.0909090909090909,1
"284","mm10_rmsk_L1Md_A_chr14:123411983-123414532",0,1,0,NA
"285","mm10_rmsk_L1Md_A_chr19:39242507-39249258",1,0,0,1
"286","mm10_rmsk_L1Md_F3_chr7:22610761-22616874",0.777777777777778,0.222222222222222,0,0.583333333333333
"287","mm10_rmsk_L1Md_F2_chr4:144770802-144777160",1,0,0,1
"288","mm10_rmsk_L1Md_T_chr17:60288559-60292338",1,0,0,1
"289","mm10_rmsk_L1Md_F2_chr16:46468438-46473589",1,0,0,1
"290","mm10_rmsk_L1Md_A_chr14:88213843-88215914",1,0,0,1
"291","mm10_rmsk_L1Md_F2_chr14:74399195-74405568",1,0,0,1
"292","mm10_rmsk_L1Md_T_chr9:12802400-12807802",1,0,0,1
"293","mm10_rmsk_L1Md_F2_chr13:8178625-8184813",1,0,0,1
"294","mm10_rmsk_L1Md_F2_chr1:5837028-5842999",0.875,0,0.125,1
"295","mm10_rmsk_L1Md_F2_chrX:62989139-62994332",1,0,0,1
"296","mm10_rmsk_L1Md_F2_chrX:62647818-62651323",1,0,0,1
"297","mm10_rmsk_L1Md_F2_chr6:132424605-132428546",1,0,0,1
"298","mm10_rmsk_L1Md_A_chr8:17637529-17643918",0.666666666666667,0.333333333333333,0,1
"299","mm10_rmsk_L1Md_F2_chr4:51730775-51735151",1,0,0,1
"300","mm10_rmsk_L1Md_T_chr3:117029982-117035473",0,0.857142857142857,0.142857142857143,NA
"301","mm10_rmsk_L1Md_F2_chr13:8154565-8159654",1,0,0,1
"302","mm10_rmsk_L1Md_T_chrY:53455818-53458077",0,1,0,NA
"303","mm10_rmsk_L1Md_A_chr10:110627453-110633076",0.625,0.125,0.25,0.555555555555556
"304","mm10_rmsk_L1Md_F2_chr6:3416035-3420640",1,0,0,1
"305","mm10_rmsk_L1Md_A_chrY:14132199-14137377",0.857142857142857,0,0.142857142857143,1
"306","mm10_rmsk_L1Md_F3_chrY:20244938-20250514",1,0,0,1
"307","mm10_rmsk_L1Md_F2_chr7:18659657-18664736",1,0,0,1
"308","mm10_rmsk_L1Md_F2_chr2:10904949-10910132",1,0,0,1
"309","mm10_rmsk_L1Md_F2_chrX:68607349-68613554",1,0,0,0.9
"310","mm10_rmsk_L1Md_F2_chrX:128897281-128902547",0.857142857142857,0,0.142857142857143,1
"311","mm10_rmsk_L1Md_F2_chr1:21016268-21021241",1,0,0,1
"312","mm10_rmsk_L1Md_A_chr14:103858546-103863522",0.5,0,0.5,1
"313","mm10_rmsk_L1Md_F3_chr3:41720444-41722761",1,0,0,1
"314","mm10_rmsk_L1Md_T_chr8:64557201-64563422",0.888888888888889,0.111111111111111,0,1
"315","mm10_rmsk_L1Md_F3_chr8:73547539-73553531",1,0,0,1
"316","mm10_rmsk_L1Md_T_chr13:120109361-120115355",1,0,0,1
"317","mm10_rmsk_L1Md_F2_chr4:3537747-3542919",1,0,0,1
"318","mm10_rmsk_L1Md_F3_chr4:78728031-78734093",1,0,0,1
"319","mm10_rmsk_L1Md_T_chrX:19435982-19442222",0.333333333333333,0.555555555555556,0.111111111111111,1
"320","mm10_rmsk_L1Md_F_chr1:112199805-112202123",1,0,0,1
"321","mm10_rmsk_L1Md_T_chr7:12081815-12085578",1,0,0,1
