"","seq_name","frac_map_valid","frac_map_invalid","frac_unmapped","specificity"
"26","hg38_rmsk_L1PA17_chr4:164560154-164562426",1,0,0,1
"27","hg38_rmsk_L1PA7_chr6:82803256-82806174",1,0,0,1
"28","hg38_rmsk_L1PA3_chr3:165587136-165591182",0.888888888888889,0,0.111111111111111,1
"29","hg38_rmsk_L1PA10_chr7:45489479-45495748",1,0,0,1
"30","hg38_rmsk_L1PA4_chr6:62070339-62073097",1,0,0,1
"31","hg38_rmsk_L1PA15_chrX:87370285-87373471",1,0,0,1
"32","hg38_rmsk_L1PA3_chrX:128732738-128738890",0.846153846153846,0.0769230769230769,0.0769230769230769,1
"33","hg38_rmsk_L1PA13_chr6:146605829-146611784",1,0,0,1
"34","hg38_rmsk_L1PA14_chr6:67220796-67224147",1,0,0,1
"35","hg38_rmsk_L1PA2_chr8:77940514-77946526",0.923076923076923,0,0.0769230769230769,1
"36","hg38_rmsk_L1PA15_chrX:79303347-79305890",1,0,0,1
"37","hg38_rmsk_L1PA5_chr4:28851528-28857668",1,0,0,1
"38","hg38_rmsk_L1PA7_chr1:218647498-218650955",1,0,0,1
"39","hg38_rmsk_L1HS_chr3:79129778-79133955",0.777777777777778,0.222222222222222,0,1
"40","hg38_rmsk_L1HS_chr2:129682430-129685909",0.571428571428571,0.285714285714286,0.142857142857143,1
"41","hg38_rmsk_L1HS_chrY:11856620-11861094",1,0,0,1
"42","hg38_rmsk_L1PA4_chr8:57290929-57294290",0.571428571428571,0.428571428571429,0,1
"43","hg38_rmsk_L1PA7_chr4:82656101-82658467",1,0,0,1
"44","hg38_rmsk_L1PA4_chr20:9669775-9671893",0.6,0.2,0.2,1
"45","hg38_rmsk_L1PA4_chrX:84952117-84954254",0.8,0.2,0,1
"46","hg38_rmsk_L1PA7_chr11:11274555-11278182",1,0,0,1
"47","hg38_rmsk_L1PA2_chrX:73598331-73600790",1,0,0,1
"48","hg38_rmsk_L1PA14_chr1:172195908-172201965",1,0,0,1
"49","hg38_rmsk_L1PA5_chr11:48230674-48236801",1,0,0,1
"50","hg38_rmsk_L1PA4_chr14:44024503-44027234",1,0,0,1
"51","hg38_rmsk_L1PA2_chr2:147727005-147733028",0.923076923076923,0.0769230769230769,0,1
"52","hg38_rmsk_L1PA7_chr5:41706002-41708865",1,0,0,1
"53","hg38_rmsk_L1PA6_chrX:140632925-140639082",1,0,0,1
"54","hg38_rmsk_L1PA4_chrX:58397229-58401785",1,0,0,1
"55","hg38_rmsk_L1PA3_chr5:140515515-140520942",0.818181818181818,0.0909090909090909,0.0909090909090909,0.9
"56","hg38_rmsk_L1PA10_chr6:138076456-138080869",1,0,0,1
"57","hg38_rmsk_L1PA5_chr2:180585620-180591717",1,0,0,1
"58","hg38_rmsk_L1PA11_chr6:92512703-92516226",1,0,0,1
"59","hg38_rmsk_L1PA17_chr2:29137024-29140037",1,0,0,1
"60","hg38_rmsk_L1PA2_chr10:98220387-98222717",0.8,0.2,0,1
"61","hg38_rmsk_L1PA3_chr1:194036192-194038447",0.8,0,0.2,1
"62","hg38_rmsk_L1PA8_chr13:28775213-28777334",1,0,0,1
"63","hg38_rmsk_L1PA8_chrX:67992471-67994540",1,0,0,1
"64","hg38_rmsk_L1PA7_chr18:43260585-43266238",1,0,0,1
"65","hg38_rmsk_L1PA4_chr19:34700382-34706494",1,0,0,1
"66","hg38_rmsk_L1PA6_chr1:88712777-88718454",1,0,0,1
"67","hg38_rmsk_L1PA6_chr5:127197143-127203292",1,0,0,1
"68","hg38_rmsk_L1PA2_chr12:25484506-25486957",1,0,0,1
"69","hg38_rmsk_L1PA8A_chr12:33726120-33729613",1,0,0,1
"70","hg38_rmsk_L1PA3_chr4:13131187-13133594",0.8,0,0.2,1
"71","hg38_rmsk_L1PA7_chr10:460597-464769",1,0,0,1
"72","hg38_rmsk_L1PA5_chr18:4683914-4686670",1,0,0,1
"73","hg38_rmsk_L1PA5_chrY:7474195-7476279",1,0,0,1
"74","hg38_rmsk_L1PA6_chr10:127746665-127749194",1,0,0,1
"75","hg38_rmsk_L1PA10_chrX:102663701-102666566",1,0,0,1
"76","hg38_rmsk_L1PA7_chr2:122121417-122125606",0.888888888888889,0,0.111111111111111,1
"77","hg38_rmsk_L1PA14_chr10:125976923-125979342",1,0,0,1
"78","hg38_rmsk_L1PA13_chr3:135647789-135649883",1,0,0,1
"79","hg38_rmsk_L1PA4_chrX:116254211-116257519",1,0,0,1
"80","hg38_rmsk_L1PA7_chr1:170451717-170456048",1,0,0,1
"81","hg38_rmsk_L1PA12_chr5:98694663-98696830",1,0,0,1
"82","hg38_rmsk_L1PA10_chr19:56358421-56361875",1,0,0,1
"83","hg38_rmsk_L1PA15_chr13:19232721-19235136",1,0,0,1
"84","hg38_rmsk_L1PA11_chr3:140655592-140662096",1,0,0,1
"85","hg38_rmsk_L1PA3_chr4:134207779-134213927",0.923076923076923,0.0769230769230769,0,1
"86","hg38_rmsk_L1PA11_chr7:147110365-147112828",1,0,0,1
"87","hg38_rmsk_L1PA4_chr9:17971959-17974039",1,0,0,1
"88","hg38_rmsk_L1PA5_chrX:152674481-152678582",1,0,0,1
"89","hg38_rmsk_L1PA13_chrX:99729585-99731955",1,0,0,1
"90","hg38_rmsk_L1PA4_chr1:4864392-4867230",1,0,0,1
"91","hg38_rmsk_L1PA15-16_chr13:88591383-88593531",1,0,0,1
"92","hg38_rmsk_L1PA5_chr11:60885044-60887216",1,0,0,1
"93","hg38_rmsk_L1PA11_chr12:13517883-13521065",1,0,0,1
"94","hg38_rmsk_L1PA2_chr6:95758387-95764412",0.923076923076923,0.0769230769230769,0,1
"95","hg38_rmsk_L1PA2_chr3:127433363-127435454",0.8,0,0.2,1
"96","hg38_rmsk_L1PA5_chr8:105647378-105650923",1,0,0,1
"97","hg38_rmsk_L1PA16_chr8:82661113-82663873",1,0,0,1
"98","hg38_rmsk_L1PA16_chr3:99564792-99566807",1,0,0,1
"99","hg38_rmsk_L1PA7_chr12:24652031-24654721",1,0,0,1
"100","hg38_rmsk_L1PA7_chrX:113823361-113825978",0.833333333333333,0.166666666666667,0,1
"101","hg38_rmsk_L1PA5_chr4:94319768-94325921",1,0,0,1
"102","hg38_rmsk_L1PA5_chr2:170622574-170628671",1,0,0,1
"103","hg38_rmsk_L1PA4_chr9:11718678-11723115",1,0,0,1
"104","hg38_rmsk_L1PA2_chr7:146013559-146019592",1,0,0,1
"105","hg38_rmsk_L1PA10_chr7:24059274-24061336",1,0,0,1
"106","hg38_rmsk_L1PA7_chr3:137314252-137317873",1,0,0,1
"107","hg38_rmsk_L1PA2_chr11:92026889-92033124",1,0,0,1
"108","hg38_rmsk_L1PA2_chr21:27575812-27578236",1,0,0,1
"109","hg38_rmsk_L1PA7_chr3:151528407-151534796",1,0,0,1
"110","hg38_rmsk_L1PA4_chr6:98059456-98062982",1,0,0,1
"111","hg38_rmsk_L1PA5_chr10:22060725-22066859",1,0,0,1
"112","hg38_rmsk_L1PA5_chr20:25934810-25937022",1,0,0,1
"113","hg38_rmsk_L1PA6_chr1:177986028-177992195",1,0,0,1
"114","hg38_rmsk_L1PA4_chr3:121050372-121054749",0.888888888888889,0.111111111111111,0,1
"115","hg38_rmsk_L1PA2_chr8:81768217-81774242",1,0,0,1
"116","hg38_rmsk_L1PA7_chrX:78883437-78885657",1,0,0,0.857142857142857
"117","hg38_rmsk_L1PA6_chr12:24619828-24623505",1,0,0,1
"118","hg38_rmsk_L1PA10_chrX:3439533-3441674",1,0,0,1
"119","hg38_rmsk_L1PA6_chr11:45011816-45017945",1,0,0,1
"120","hg38_rmsk_L1PA7_chr5:106994324-107000000",1,0,0,1
"121","hg38_rmsk_L1PA5_chr4:70111423-70113563",0.4,0.6,0,1
"122","hg38_rmsk_L1PA6_chr4:102919437-102925562",1,0,0,1
"123","hg38_rmsk_L1PA5_chr18:74751374-74755449",1,0,0,1
"124","hg38_rmsk_L1PA3_chrX:84816817-84819299",1,0,0,1
"125","hg38_rmsk_L1PA17_chr17_KI270909v1_alt:5127-8452",0.285714285714286,0.714285714285714,0,1
"126","hg38_rmsk_L1PA7_chr8:60076905-60083401",1,0,0,1
"127","hg38_rmsk_L1PA5_chr2:216454716-216460842",1,0,0,1
"128","hg38_rmsk_L1PA8_chr2:122771786-122778234",1,0,0,1
"129","hg38_rmsk_L1HS_chr3:77763678-77769678",0.615384615384615,0.384615384615385,0,1
"130","hg38_rmsk_L1PA13_chr4:84334396-84339389",1,0,0,1
"131","hg38_rmsk_L1PA3_chr5:148230603-148236590",1,0,0,1
"132","hg38_rmsk_L1PA3_chr15:87837338-87839780",0.8,0.2,0,1
"133","hg38_rmsk_L1HS_chr2:109309332-109311588",1,0,0,1
"134","hg38_rmsk_L1PA3_chr4:157174893-157180916",0.923076923076923,0.0769230769230769,0,1
"135","hg38_rmsk_L1PA15-16_chr13:55196871-55200722",1,0,0,1
"136","hg38_rmsk_L1PA8_chrX:68003702-68006184",1,0,0,1
"137","hg38_rmsk_L1PA17_chr10:65119733-65122317",1,0,0,1
"138","hg38_rmsk_L1PA5_chr3:51250870-51256191",1,0,0,1
"139","hg38_rmsk_L1PA6_chr19:39632982-39636204",0.857142857142857,0,0.142857142857143,1
"140","hg38_rmsk_L1PA4_chr6:39736406-39742567",1,0,0,1
"141","hg38_rmsk_L1PA4_chr10:36892955-36899074",1,0,0,1
"142","hg38_rmsk_L1PA13_chr3:164925461-164928942",1,0,0,1
"143","hg38_rmsk_L1PA6_chr16:47541008-47547243",1,0,0,1
"144","hg38_rmsk_L1PA3_chrX:76945914-76948133",0.4,0.2,0.4,1
"145","hg38_rmsk_L1PA14_chr12:10461675-10464273",1,0,0,1
"146","hg38_rmsk_L1PA15-16_chr5:87974947-87977445",1,0,0,1
"147","hg38_rmsk_L1PA6_chr15:42246296-42252380",1,0,0,1
"148","hg38_rmsk_L1PA17_chrX:93555391-93558634",1,0,0,1
"149","hg38_rmsk_L1PA7_chr21:7067410-7070442",0.571428571428571,0.428571428571429,0,0.5
"150","hg38_rmsk_L1PA16_chr19_KI270914v1_alt:182476-186547",0,1,0,NA
"151","hg38_rmsk_L1PA10_chrX:112555186-112561608",1,0,0,1
"152","hg38_rmsk_L1PA13_chr8:104575154-104577528",1,0,0,1
"153","hg38_rmsk_L1PA2_chr3:157724698-157730723",1,0,0,1
"154","hg38_rmsk_L1PA5_chr7:106211444-106216075",1,0,0,1
"155","hg38_rmsk_L1HS_chr6:78783129-78786538",0.857142857142857,0,0.142857142857143,1
"156","hg38_rmsk_L1PA2_chr4:10824427-10829322",0.8,0.1,0.1,1
"157","hg38_rmsk_L1PA13_chr12:9778815-9782095",0.857142857142857,0,0.142857142857143,1
"158","hg38_rmsk_L1PA16_chr11:105235321-105237374",1,0,0,1
"159","hg38_rmsk_L1PA2_chr21:40915786-40917867",0.4,0.4,0.2,1
"160","hg38_rmsk_L1PA13_chr11:63087144-63089799",1,0,0,1
"161","hg38_rmsk_L1PA3_chr7:137424399-137430564",0.923076923076923,0.0769230769230769,0,1
"162","hg38_rmsk_L1PA13_chr15:21035926-21038580",0.5,0.5,0,1
"163","hg38_rmsk_L1PA3_chrX:65151651-65154240",0.833333333333333,0,0.166666666666667,1
"164","hg38_rmsk_L1PA7_chr8:103951314-103957769",1,0,0,1
"165","hg38_rmsk_L1PA6_chr3:96529064-96533173",1,0,0,1
"166","hg38_rmsk_L1PA14_chr1:214088845-214090996",1,0,0,1
"167","hg38_rmsk_L1PA4_chr11:58871284-58877422",1,0,0,1
"168","hg38_rmsk_L1PA6_chr3:67947817-67953946",1,0,0,1
"169","hg38_rmsk_L1PA6_chr6:49097371-49100819",1,0,0,1
"170","hg38_rmsk_L1PA8_chr5:144047795-144049944",1,0,0,1
"171","hg38_rmsk_L1PA3_chr4:81155198-81160144",1,0,0,1
"172","hg38_rmsk_L1PA3_chr7:90634135-90640272",0.923076923076923,0,0.0769230769230769,1
"173","hg38_rmsk_L1PA10_chrX:122817875-122820370",1,0,0,1
"174","hg38_rmsk_L1PA6_chr6:117037876-117040617",1,0,0,1
"175","hg38_rmsk_L1PA4_chr18:49717973-49721108",0.714285714285714,0.142857142857143,0.142857142857143,1
"176","hg38_rmsk_L1PA2_chrY:22339613-22345645",1,0,0,1
"177","hg38_rmsk_L1PA4_chr6:130346086-130352219",1,0,0,1
"178","hg38_rmsk_L1PA4_chr2:137070565-137076737",1,0,0,1
"179","hg38_rmsk_L1PA6_chr8_KI270822v1_alt:462571-465072",0.833333333333333,0.166666666666667,0,1
"180","hg38_rmsk_L1PA7_chr5:106837715-106839904",0.666666666666667,0,0.333333333333333,1
"181","hg38_rmsk_L1PA4_chr10:51210055-51213477",1,0,0,1
"182","hg38_rmsk_L1PA6_chr13:18630875-18635174",1,0,0,1
"183","hg38_rmsk_L1PA4_chr2:9038332-9044482",0.923076923076923,0.0769230769230769,0,1
"184","hg38_rmsk_L1PA16_chr7:9533943-9537163",1,0,0,1
"185","hg38_rmsk_L1PA3_chr2:161536249-161541694",1,0,0,1
"186","hg38_rmsk_L1PA5_chr13:111133815-111136256",1,0,0,1
"187","hg38_rmsk_L1PA7_chr20:16522900-16525186",0.857142857142857,0.142857142857143,0,1
"188","hg38_rmsk_L1PA16_chr4:118045959-118051621",1,0,0,1
"189","hg38_rmsk_L1PA5_chr12:11334414-11340550",0.384615384615385,0.615384615384615,0,1
"190","hg38_rmsk_L1PA16_chr3:109693318-109696208",0.833333333333333,0,0.166666666666667,1
"191","hg38_rmsk_L1PA10_chr18:64579118-64581286",1,0,0,1
"192","hg38_rmsk_L1PA13_chr5:120231423-120236541",1,0,0,1
"193","hg38_rmsk_L1PA10_chr20:18966134-18969458",1,0,0,1
"194","hg38_rmsk_L1PA3_chr9:11665272-11669580",0.888888888888889,0,0.111111111111111,1
"195","hg38_rmsk_L1PA13_chr11:80175070-80177627",1,0,0,1
"196","hg38_rmsk_L1PA4_chr5:64100914-64105180",1,0,0,1
"197","hg38_rmsk_L1PA10_chrX:14187642-14190788",1,0,0,1
"198","hg38_rmsk_L1PA4_chr3:138517698-138520779",1,0,0,1
"199","hg38_rmsk_L1PA8_chrX:62960757-62964389",1,0,0,1
"200","hg38_rmsk_L1PA7_chr1:166778571-166782549",1,0,0,1
"201","hg38_rmsk_L1HS_chr7:111243516-111249546",0.538461538461538,0.461538461538462,0,0.875
"202","hg38_rmsk_L1PA7_chr2:189351807-189358184",1,0,0,1
"203","hg38_rmsk_L1PA16_chr1:46839810-46842028",1,0,0,1
"204","hg38_rmsk_L1PA2_chr8:1607578-1613555",0.5,0.5,0,1
"205","hg38_rmsk_L1PA7_chr9:138324215-138330637",0.769230769230769,0.230769230769231,0,0.909090909090909
"206","hg38_rmsk_L1PA8_chr2:132535007-132538236",1,0,0,1
"207","hg38_rmsk_L1PA4_chr11:128140058-128146214",0.923076923076923,0,0.0769230769230769,1
"208","hg38_rmsk_L1PA2_chr2:117156035-117162051",1,0,0,1
"209","hg38_rmsk_L1HS_chr1:218009228-218015252",0.461538461538462,0.461538461538462,0.0769230769230769,1
"210","hg38_rmsk_L1PA2_chr4:84073473-84078520",0.636363636363636,0.363636363636364,0,1
"211","hg38_rmsk_L1PA3_chr6:81468850-81474171",1,0,0,1
"212","hg38_rmsk_L1PA7_chrX:93314563-93317331",1,0,0,1
"213","hg38_rmsk_L1PA3_chr19_KV575258v1_alt:46795-49129",0,1,0,NA
"214","hg38_rmsk_L1PA7_chr4:12155172-12160093",1,0,0,1
"215","hg38_rmsk_L1PA2_chr2:236383667-236389689",0.769230769230769,0.230769230769231,0,1
"216","hg38_rmsk_L1PA13_chr3:178884374-178887032",1,0,0,1
"217","hg38_rmsk_L1PA2_chr18:57259697-57265728",0.538461538461538,0.307692307692308,0.153846153846154,1
"218","hg38_rmsk_L1PA4_chr10:109681561-109687714",0.923076923076923,0,0.0769230769230769,1
"219","hg38_rmsk_L1PA6_chr7:118122225-118128365",1,0,0,1
"220","hg38_rmsk_L1PA15_chrX:99152585-99158715",1,0,0,1
"221","hg38_rmsk_L1PA5_chr5:50754192-50756357",0.8,0,0.2,1
"222","hg38_rmsk_L1PA3_chr7:47269-49832",0,1,0,0
"223","hg38_rmsk_L1PA2_chr8:75444001-75448442",0.444444444444444,0.444444444444444,0.111111111111111,1
"224","hg38_rmsk_L1PA5_chr17:13855496-13861599",1,0,0,1
"225","hg38_rmsk_L1HS_chr19:43864495-43867300",0.666666666666667,0.166666666666667,0.166666666666667,1
"226","hg38_rmsk_L1PA7_chr4:60851284-60853777",1,0,0,1
"227","hg38_rmsk_L1PA10_chr13:24463515-24465781",1,0,0,1
"228","hg38_rmsk_L1PA3_chr5:111575513-111580844",0.909090909090909,0,0.0909090909090909,1
"229","hg38_rmsk_L1PA3_chr1:245816540-245822560",0.769230769230769,0.153846153846154,0.0769230769230769,1
"230","hg38_rmsk_L1PA7_chr14:57622862-57625790",1,0,0,1
"231","hg38_rmsk_L1PA17_chr9:64842552-64845321",1,0,0,1
"232","hg38_rmsk_L1PA3_chr5:130817738-130823763",0.923076923076923,0,0.0769230769230769,1
"233","hg38_rmsk_L1PA3_chr4:124391469-124395394",0.875,0.125,0,1
"234","hg38_rmsk_L1PA7_chr5:129889875-129892031",1,0,0,1
"235","hg38_rmsk_L1PA8A_chr7:135121630-135127274",1,0,0,1
"236","hg38_rmsk_L1PA7_chr6:67422448-67428840",1,0,0,1
"237","hg38_rmsk_L1PA3_chrX:131123219-131129243",0.769230769230769,0.0769230769230769,0.153846153846154,0.909090909090909
"238","hg38_rmsk_L1PA10_chrY:5697443-5700147",1,0,0,1
"239","hg38_rmsk_L1PA7_chr2:212234005-212237135",1,0,0,1
"240","hg38_rmsk_L1PA4_chr6:57451782-57457923",1,0,0,1
"241","hg38_rmsk_L1PA4_chr4:106558089-106564232",1,0,0,1
"242","hg38_rmsk_L1PA2_chrX:42424861-42430890",1,0,0,1
"243","hg38_rmsk_L1HS_chr3:46783106-46789138",0.461538461538462,0.461538461538462,0.0769230769230769,1
"244","hg38_rmsk_L1PA4_chrX:64380598-64382772",1,0,0,1
"245","hg38_rmsk_L1PA4_chr1:104113629-104115690",1,0,0,1
"246","hg38_rmsk_L1HS_chrX:130517378-130523407",0.538461538461538,0.461538461538462,0,1
"247","hg38_rmsk_L1HS_chr1:113341608-113345790",1,0,0,1
"248","hg38_rmsk_L1PA16_chr4:154381379-154383488",0.4,0.6,0,1
"249","hg38_rmsk_L1PA6_chr2:70875914-70882084",1,0,0,1
"250","hg38_rmsk_L1PA12_chr4:104091827-104098223",1,0,0,1
"251","hg38_rmsk_L1PA4_chr4:77338063-77342150",1,0,0,1
"252","hg38_rmsk_L1PA7_chr9:4896085-4902542",1,0,0,1
"253","hg38_rmsk_L1PA11_chr2:208687132-208690455",1,0,0,1
"254","hg38_rmsk_L1PA10_chr10:52849615-52852056",1,0,0,1
"255","hg38_rmsk_L1PA14_chr16:31795478-31798739",1,0,0,1
"256","hg38_rmsk_L1PA16_chrY:3299937-3302346",1,0,0,1
"257","hg38_rmsk_L1PA4_chr11:82119966-82126106",1,0,0,1
"258","hg38_rmsk_L1PA3_chr1:96051580-96057733",1,0,0,1
"259","hg38_rmsk_L1PA5_chr9:29080976-29083593",1,0,0,1
"260","hg38_rmsk_L1PA4_chr3:117207146-117211104",1,0,0,1
"261","hg38_rmsk_L1PA4_chr1:63502516-63506343",1,0,0,1
"262","hg38_rmsk_L1PA16_chr2:76619979-76624448",1,0,0,1
"263","hg38_rmsk_L1PA4_chr11:86525883-86531985",0.923076923076923,0,0.0769230769230769,1
"264","hg38_rmsk_L1PA15_chr3:116538217-116544462",1,0,0,1
"265","hg38_rmsk_L1PA4_chr1:200185368-200191509",0.923076923076923,0.0769230769230769,0,1
"266","hg38_rmsk_L1PA3_chrX:52007741-52009753",1,0,0,1
"267","hg38_rmsk_L1PA3_chr2:139929831-139931857",1,0,0,1
"268","hg38_rmsk_L1PA2_chr2:153397922-153403952",1,0,0,1
"269","hg38_rmsk_L1PA15_chr7:31180520-31183354",1,0,0,1
"270","hg38_rmsk_L1PA8_chr12:83429470-83433220",1,0,0,1
"271","hg38_rmsk_L1PA3_chr5:90061985-90065510",1,0,0,1
"272","hg38_rmsk_L1PA7_chr6:100041838-100044890",1,0,0,1
"273","hg38_rmsk_L1PA4_chr10:95173254-95175564",1,0,0,1
"274","hg38_rmsk_L1PA3_chr5:119294045-119300263",1,0,0,1
"275","hg38_rmsk_L1PA10_chr15:97582987-97585899",1,0,0,1
"276","hg38_rmsk_L1HS_chr4:82008161-82010240",0.8,0.2,0,1
"277","hg38_rmsk_L1PA16_chr14:49239113-49241938",1,0,0,1
"278","hg38_rmsk_L1PA12_chrX:96007098-96009215",1,0,0,1
"279","hg38_rmsk_L1PA8_chr1:91422370-91428894",1,0,0,1
"280","hg38_rmsk_L1PA2_chr3:75273462-75279470",1,0,0,1
"281","hg38_rmsk_L1PA2_chr4:104687025-104692901",0.916666666666667,0.0833333333333333,0,1
"282","hg38_rmsk_L1PA15_chr9:67318597-67320870",1,0,0,1
"283","hg38_rmsk_L1PA5_chr6:115222082-115228219",0.923076923076923,0,0.0769230769230769,1
"284","hg38_rmsk_L1PA16_chr1:191300722-191303747",1,0,0,1
"285","hg38_rmsk_L1PA11_chrX:95116388-95120667",1,0,0,1
"286","hg38_rmsk_L1PA2_chr8:103602997-103609018",1,0,0,1
"287","hg38_rmsk_L1PA7_chr5:115074031-115077131",1,0,0,1
"288","hg38_rmsk_L1PA5_chr3:65217683-65220273",1,0,0,1
"289","hg38_rmsk_L1PA12_chr1:73577573-73582360",1,0,0,1
"290","hg38_rmsk_L1PA8A_chr6:109551745-109554520",0.833333333333333,0,0.166666666666667,1
"291","hg38_rmsk_L1PA3_chr13:36486214-36490026",1,0,0,1
"292","hg38_rmsk_L1PA5_chr1_KZ208905v1_alt:109142-111263",0.2,0.8,0,1
"293","hg38_rmsk_L1PA8A_chr2:146807583-146813013",1,0,0,1
"294","hg38_rmsk_L1PA4_chr7:93071126-93073950",1,0,0,1
"295","hg38_rmsk_L1PA7_chrX:113819207-113821963",1,0,0,1
"296","hg38_rmsk_L1PA7_chr22:11800956-11806116",1,0,0,1
"297","hg38_rmsk_L1PA14_chr5:112051393-112053585",1,0,0,1
"298","hg38_rmsk_L1PA5_chr7:104587128-104592971",1,0,0,1
"299","hg38_rmsk_L1PA5_chr4:21071648-21076284",1,0,0,1
"300","hg38_rmsk_L1PA3_chr15:37472554-37477184",0.9,0,0.1,1
"301","hg38_rmsk_L1PA15_chr8:55645288-55649359",1,0,0,1
"302","hg38_rmsk_L1PA3_chr11:4170253-4176276",1,0,0,1
"303","hg38_rmsk_L1PA7_chr15:38119421-38125490",1,0,0,1
"304","hg38_rmsk_L1PA4_chr1:48311589-48317689",0.923076923076923,0.0769230769230769,0,1
"305","hg38_rmsk_L1PA3_chrX:141744806-141747042",0.8,0,0.2,1
"306","hg38_rmsk_L1PA16_chr8:89248893-89254569",1,0,0,1
"307","hg38_rmsk_L1PA3_chr1:159409726-159411807",0.8,0.2,0,1
"308","hg38_rmsk_L1PA6_chr2:200115120-200118851",1,0,0,1
"309","hg38_rmsk_L1PA4_chr3:108369327-108375491",0.923076923076923,0.0769230769230769,0,1
"310","hg38_rmsk_L1PA7_chr8:21431058-21437502",0.769230769230769,0.230769230769231,0,1
"311","hg38_rmsk_L1PA6_chr6_GL000250v2_alt:1850327-1853914",0,1,0,NA
"312","hg38_rmsk_L1PA4_chr8:79919800-79922094",1,0,0,1
"313","hg38_rmsk_L1PA6_chr5:112673494-112677307",1,0,0,1
"314","hg38_rmsk_L1PA3_chr6:16010535-16016561",1,0,0,1
"315","hg38_rmsk_L1PA5_chr17:15355301-15360799",1,0,0,1
"316","hg38_rmsk_L1PA6_chr17:30406815-30413023",1,0,0,1
"317","hg38_rmsk_L1PA15_chr11:97414273-97416505",1,0,0,1
"318","hg38_rmsk_L1PA4_chr3:98174084-98180245",1,0,0,1
"319","hg38_rmsk_L1PA8_chr2:123541301-123543479",1,0,0,1
"320","hg38_rmsk_L1PA5_chr9:102337203-102343354",1,0,0,1
"321","hg38_rmsk_L1PA7_chr4:29673564-29679054",1,0,0,1
"322","hg38_rmsk_L1PA4_chr8:40138224-40144344",1,0,0,1
"323","hg38_rmsk_L1PA4_chr4:64667224-64669703",1,0,0,1
"324","hg38_rmsk_L1PA5_chr4:91401405-91405251",1,0,0,1
"325","hg38_rmsk_L1PA4_chr18:11058122-11063443",0.818181818181818,0.181818181818182,0,1
"326","hg38_rmsk_L1PA16_chr5:63327777-63329896",1,0,0,1
"327","hg38_rmsk_L1HS_chr16:33952565-33958612",0.307692307692308,0.692307692307692,0,1
"328","hg38_rmsk_L1PA11_chr8:93547297-93549691",1,0,0,1
"329","hg38_rmsk_L1PA10_chrX:126268743-126273664",1,0,0,1
"330","hg38_rmsk_L1HS_chr3:158019677-158025704",0.846153846153846,0.153846153846154,0,1
"331","hg38_rmsk_L1PA7_chr4:89088299-89090487",1,0,0,1
"332","hg38_rmsk_L1PA16_chrX:89348708-89351324",1,0,0,1
"333","hg38_rmsk_L1PA6_chr18:7180859-7184180",1,0,0,1
"334","hg38_rmsk_L1HS_chr11:95436217-95442246",0.384615384615385,0.615384615384615,0,1
"335","hg38_rmsk_L1PA7_chr3:102919632-102922860",1,0,0,1
"336","hg38_rmsk_L1PA5_chrX:128198937-128205010",1,0,0,1
"337","hg38_rmsk_L1PA15_chr5:39238993-39241335",1,0,0,1
"338","hg38_rmsk_L1PA7_chr13:42515976-42522435",1,0,0,1
"339","hg38_rmsk_L1PA15_chr2:103725256-103728360",1,0,0,1
